"1";"2";"3";"4";"5";"6";"7";"8";"9";"10";"11";"12";"13";"14";"15";"16";"17";"18";"19";"20";"21";"22";"23";"24";"25";"26";"27";"28";"29";"30";"31";"32";"33";"34";"35";"36";"37";"38";"39";"40";"41";"42";"43";"44";"45";"46";"47";"48";"49";"50";"51";"52";"53";"54";"55";"56";"57";"58";"59";"60";"61";"62";"63";"64";"65"
"SANTISIMO CRISTO DE LA FE";"310227";"SANTISIMO CRISTO DE LA FE";"10";"PATERNA-LA CAÑADA";"3";"SAN VICENTE FERRER,2";"8";"46182";;;;"3";"8";"11";;;"1";"JUEVES DE 15,30 A 19H";"16";"40";"20";"36";"16";"216";"53";"6";;;"1";;;;"840";"1950";"630";;"600";;;"7500";;;;"11520";"900";"10000";;;;"50";;;"500";;;;;;;"11450";;;"219";"2013"
"SAN ANTONIO ABAD";"518228";"SAN ANTONIO ABAD";"18";"SAN ANTONIO DE BENAGEBER";"5";"PL.AYUNTAMIENTO,6";"2";"46184";"961350267";"alberto.caballer@gmail.com";"http://parroquiasanantonioabad-sab.org/";"8";"12";"20";"1";;"2";"JUEVES 19 a 20";"19";"27";"2";"44";"44";"92";"40";"2";;;;"1";"1";"5361";;"10355";"1800";;;;;;;;"1443";"18959";"1597";"15422";;;;"140";;;;"1800";;;;;;"18959";;;"219";"2013"
"NUESTRA SEÑORA DE LOS ANGELES";"414229";"NUESTRA SEÑORA DE LOS ANGELES";"14";"SERRA";"4";"IGLESIA,1";"2";"46118";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"INMACULADA CONCECPCION";"417230";"INMACULADA CONCECPCION";"17";"ALBALAT DELS TARONGERS";"4";"PURISIMA,6";"2";"46591";;;;;"6";"6";;;;"2º MIÉRCOLES DE MESA LAS 18h";"1";"9";"2";"8";"6";"39";"15";"1";;;"1";;;"1004";;"340";;;;;;;;;;"1344";;"1050";;;;;;;;;;;;"196";;"1246";;;"219";"2013"
"SAN AGUSTIN OBISPO";"417231";"SAN AGUSTIN OBISPO";"17";"ALFARA DE ALGIMIA";"4";"PL.IGLESIA,1";"3";"46148";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"NUESTRA SEÑORA DE LAS MERCEDES";"417232";"NUESTRA SEÑORA DE LAS MERCEDES";"17";"ALGAR DE PALANCIA";"4";"PL.CAUDILLO.S/N";"3";"46148";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SAN VICENTE FERRER";"417233";"SAN VICENTE FERRER";"17";"ALGIMIA DE ALFARA";"4";"PL.IGLESIA,3";"3";"46148";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"NUESTRA SEÑORA DE LOS ANGELES";"417234";"NUESTRA SEÑORA DE LOS ANGELES";"17";"BENAVITES";"4";"PL.IGESIA,3";"3";"46514";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SAN GIL ABAD";"417235";"SAN GIL ABAD";"17";"BEnIFAIRO DE LES VALLS";"4";"PL.CONSTITUCION,7";"3";"46510";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SANTOS JUANES";"417236";"SANTOS JUANES";"17";"ESTIVELLA";"4";"PL.IGLESIA,S/N";"3";"46590";"962628600";;;"2";"7";"9";;"1";;"DE LUNES A VIERNES DE 9,30 A 13,30 Y DE 16 A 18H";"13";"16";"2";"27";"11";"56";"20";;;;;"1";"1";"1165";"1360";"1950";"1";;;;;"600";;;"1519";"6595";"99";"1104";;;"865";;;;"1044";"1";;;;"3083";;"6196";;;"219";"2013"
"SANTOS JUANES";"417237";"SANTOS JUANES";"17";"FAURA";"4";"PL.MAJOR,4";"3";"46511";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SAN ANTONIO ABAD";"417238";"SAN ANTONIO ABAD";"17";"GILET";"4";"PL.IGLESIA,1";"3";"46149";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SAN JAIME APOSTOL";"417239";"SAN JAIME APOSTOL";"17";"PETRES";"4";"PL.IGLESIA,S/N";"3";"46500";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SAN MIGUEL ARCANGEL";"417240";"SAN MIGUEL ARCANGEL";"17";"QUART DE LES VALLS";"4";"PL.CAUDILLO,1";"3";"46510";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SANTA ANA";"417241";"SANTA ANA";"17";"QUARTELL";"4";"PL.ESPAÑA,7";"3";"46510";"962636347";;;"1";"6";"7";;;;"1º MIERCOLES DE CADA MES";"7";"9";"7";"8";;;;;;;;"1";;;;"786";"850";"1025";;;;;;;"150";"2811";;"42";;;;;"200";;;"850";"1025";;;"150";;"2267";;;"219";"2013"
"PURISIMA CONCEPCION";"417242";"PURISIMA CONCEPCION";"17";"SEGART";"4";"IGLESA,S/N";"3";"46592";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"NUESTRA SEÑORA DE LOS ANGELES";"417243";"NUESTRA SEÑORA DE LOS ANGELES";"17";"TORRES-TORRES";"4";"JOSE ANTONIO,18";"3";"46148";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SAN PEDRO APOSTOL";"416244";"SAN PEDRO APOSTOL";"16";"CANET D'EN BERENGUER";"4";"PL.DEL CURA,1";"3";"46529";"962676549";"S962676549@WANADOO.ES";;"1";"10";"12";;"1";;"ULTIMO JUEVES DE MES DE 16 A 18H";"2";"2";"17";"22";"24";"105";"39";"2";"1";;;;;"2099";;"850";"1530";;;;;;;;;"4479";"180";"1400";;;"1350";;;;;"1530";;;;;;"4460";;;"219";"2013"
"JESUS OBRERO";"416245";"JESUS OBRERO";"16";"PUERTO DE SAGUNTO";"4";"ISLA DE CERDEÑA,4";"3";"46520";"962672113";"CARITASJESUSOBRERO@GMAIL.COM";;"6";"11";"17";"1";"1";;"MARTES A LA 17,30H";"15";"26";"18";"23";"22";"103";"40";"6";"1";;;;;;"530";"5445";"125";;"265";"260";;;;;;"6625";"1200";"2900";;;;;;"150";"125";"125";"500";;;;"500";"5500";;;"219";"2013"
"NUESTRA SEÑORA DE BEGOÑA";"416246";"NUESTRA SEÑORA DE BEGOÑA";"16";"PUERTO DE SAGUNTO";"4";"AVD.9 DE OCTUBRE,1";"3";"46520";"962673673";;;;"6";"6";;;"2";"ULTIMO MARTES DE MES. aCOGIDA CONJUNTA DE NTRA BEGOÑA Y DEL CARMEN";"21";"32";"27";"26";"21";"96";"37";"3";"1";"1";;;;;;"1476";"617";"510";;;;;"1000";;"340";"3943";"530";"2094";;;;;;;;"617";"510";;;"1349";;"5100";;;"219";"2013"
"NTRA. SRA. DE LOS DESAMPARADOS";"416247";"NTRA. SRA. DE LOS DESAMPARADOS";"16";"PUERTO DE SAGUNTO";"4";"LEON XIII,1";"3";"46520";"962671344";;;"5";"7";"12";;;"2";"MARTES QUINCENAL DE 18,30 A 18,30H";"19";"38";"30";"27";"12";"215";"85";;;;;;"1";"600";;"3037";"200";;"2000";;;;;;"2400";"8237";;"5504";;;;;;;"50";"200";;;;;;"5754";;;"219";"2013"
"NTRA. SRA. DEL CARMEN";"416248";"NTRA. SRA. DEL CARMEN";"16";"PUERTO DE SAGUNTO";"4";"PROGRESO,1";"3";"46520";;;;;;;;;;"lA ACOGIDA SE REALIZA EN LA CP DE NTRA SRA DE BEGOÑA";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";"2013"
"SAN JAIME APOSTOL";"416249";"SAN JAIME APOSTOL";"16";"PUERTO DE SAGUNTO";"4";"AZORIN,1";"3";"46520";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SAN JOSE";"416250";"SAN JOSE";"16";"PUERTO DE SAGUNTO";"4";"GOMEZ FERRER,74";"3";"46520";"962672293";"ALJANDRORIN@ERASMUS.COM";;"6";"9";"15";;;"1";"2º Y 4º LUNES DE MES-QUINCENAL DESDE LAS 17H ";"135";"124";"139";"120";"69";"259";"66";;;;;;;;"5393";"4163";"274";;;"244";;;"550";;"560";"11184";"2524";"8227";;;;"110";;;"926";"274";;;;;;"12061";;;"219";"2013"
"SAN PEDRO APOSTOL";"416251";"SAN PEDRO APOSTOL";"16";"PUERTO DE SAGUNTO";"4";"SAN PEDRO,36";"3";"46520";"962670468";"43413101@PLANALFA.ES";;"5";"6";"11";;;"2";"LUNES DE 19,30 A 21H";"19";"33";"29";"23";"21";"208";"132";"4";"1";"1";"1";"1";"1";;"9434";"3790";"595";;;;;;;"2156";"1060";"17035";"800";"15000";;;"720";;;"231";"202";"595";;;"2156";;;"19704";;;"219";"2013"
"SANTOS REYES";"415252";"SANTOS REYES";"15";"ALBALAT DELS SORELLS";"4";"MAYOR,98";"7";"46135";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"NTRA. SRA. DE ALBUIXECH";"415253";"NTRA. SRA. DE ALBUIXECH";"15";"ALBUIXECH";"4";"PL.L'ESGLESIA,2";"7";"46550";"961400786";;;"1";"9";"10";;;;"JUEVES DE 17 A 19H";"4";"12";"5";"10";"6";"60";"25";;"1";;;"1";"1";;"4800";;;;;;;"675";;;;"5475";"352";"1213";;"73";;;;;;;;;;;"83";"1721";;;"219";"2013"
"SAN LORENZO MARTIR";"415254";"SAN LORENZO MARTIR";"15";"MASSALFASSAR";"4";"PL.IGLESIA,S/N.";"7";"46560";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"NTRA. SRA. DEL ROSARIO";"415255";"NTRA. SRA. DEL ROSARIO";"15";"MASSAMAGRELL";"4";"BUENAVISTA,S/N";"7";"46130";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SAN JUAN APOSTOL Y EVANGELISTA";"415256";"SAN JUAN APOSTOL Y EVANGELISTA";"15";"MASSAMAGRELL";"4";"CONSTITUCION,18";"7";"46130";"961451102";"Parroquia.santjoan@telefonica.net";;"6";"10";"16";;;"1";"MIÉRCOLES DE 17 a 20h";"93";"136";"110";"119";"52";"824";"279";"2";"1";;;;;"4342";;"4585";"771";;;;;;"135";;"6410";"16243";"10136";;;;;;;;"203";"771";;;;;"5691";"16801";;;"219";"2013"
"ASUNCION DE NUESTRA SEÑORA";"415257";"ASUNCION DE NUESTRA SEÑORA";"15";"MUSEROS";"4";"MAYOR, 2";"7";"46136";"961441675";"PARROQUIA.MUSEROS@TELEFONICA.NET";;"3";"10";"13";;"3";"2";"LUNES ALTERNOS";"20";"70";"18";"72";"22";"360";"180";"2";;;;;;;;"13700";;;;;;;;;;"13700";"385";"12668";;;;;;;;"221";"426";;;;;"13700";;;"219";"2013"
"NTRA.SRA. DEL CARMEN";"415258";"NTRA.SRA. DEL CARMEN";"15";"LA POBLA DE FARNALS";"4";"AVD.REI EN JAUME,S/N";"7";"46137";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SAN JOSE";"415259";"SAN JOSE";"15";"LA POBLA DE FARNALS";"4";"PL.DE LA CREU,1";"7";"46139";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"NTRA. SRA. DE LOS ANGELES";"415260";"NTRA. SRA. DE LOS ANGELES";"15";"EL PUIG";"4";"PL.GRAL.MOLA,6";"7";"46540";"961470200";"MERCEDARIOSPUIG@GMAIL.COM";;"5";"25";"30";"1";"1";"10";"MARTES DE 9,30 A 10,30H";"12";"37";"11";"38";"35";"129";"30";;;"1";;"1";;;"2185";"8653";"250";"3850";;;;;;;;"14938";"1174";"2893";;"770";"324";"100";"100";;"3056";"250";"850";;"3000";;"470";"12987";;;"219";"2013"
"SANTA MARTA";"415261";"SANTA MARTA";"15";"PUÇOL";"4";"ILDEFONSO FIERRO,5";"7";"46530";"961420478";"CARITASSANTAMARTAPUZOL@HOTMAIL.COM";;"7";"25";"32";"1";;"2";"MIERCOLES DE 11 A 13 O DE 16 A 18H";"32";"94";"60";"66";"38";"428";"266";;;;"1";;;;"1526";"7636";"1690";"1949";;"4662";;;;;;"17463";"2473";"2969";;"1063";"4662";;"185";"1058";"479";"1690";;;;;"1949";"16528";;;"219";"2013"
"SANTOS JUANES";"415262";"SANTOS JUANES";"15";"PUÇOL";"4";"PLZ. SAN JUAN DE RIBERA";"7";"46530";;;;"2";"12";"14";;;;"1º LUNES DE MES DE 17 A 19H";"2";"8";"3";"7";"3";"50";"15";"3";;;"1";"1";"1";;;"1300";"2002";;"1590";"1027";;;;;"1331";"7250";"2069";"1012";"185";"115";"80";"817";;;"97";"2000";;;;;"629";"7004";;;"219";"2013"
"SAN ANTONIO ABAD";"415263";"SAN ANTONIO ABAD";"15";"RAFELBUNYOL";"4";"MAYOR,6";"7";"46138";"699845440";"BENGARGUI@HOTMAIL.COM";;"9";"18";"27";;"1";"1";"LUNES Y VIERNES DE 18 A 19,30H";"44";"102";"49";"97";"33";"385";"125";"3";"1";;;"1";;;"1800";"19758";"410";;;;;;;"12585";"310";"34863";"4935";"26590";;"287";"3645";"136";;"225";"815";;;;;;"5161";"41794";;;"219";"2013"
"SAN BENITO ABAD";"415264";"SAN BENITO ABAD";"15";"VALENCIA-MAUELLA";"4";"PL.SAN BENITO,S/N";"7";"46135";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"EL SALVADOR";"416265";"EL SALVADOR";"16";"SAGUNTO";"4";"VALENCIA,19";"3";"46500";"96260163";"JMPERIS8@GMAIL.COM";;"6";"16";"22";;;"2";"MARTES DE 18 A 20H";"50";"97";"103";"44";"40";"353";"181";;"1";;;"1";;"6230";"4887";"11758";"488";;;;;;"6327";;"2102";"31792";"2906";"26002";;"186";;"588";;;"848";"1000";"645";;;;"445";"32620";;;"219";"2013"
"NATIVIDAD DE NTRA.SRA.STA.MARIA";"416266";"NATIVIDAD DE NTRA.SRA.STA.MARIA";"16";"SAGUNTO";"4";"CABALLERS,S/N.";"3";"46500";"962660089";;;"5";"14";"19";;"1";"6";"LUNES Y JUEVES DE 11 A 13H";"14";"109";"80";"43";"23";"357";"163";"30";;;;;;"10060";"620";"4015";"1100";;;;;"6880";"2000";;;"24675";"1150";"18315";;;;;;;"220";"650";"1500";;;;;"21835";;;"219";"2013"
"NTRA.SRA.DEL BUEN SUCESO";"416267";"NTRA.SRA.DEL BUEN SUCESO";"16";"SAGUNTO";"4";"ROMA,1";"3";"46500";"962660434";"BUENSUCESO40@HOTAMIL.COM";;"4";"2";"6";;;;"JUEVES DE 17,30 A 20,30H";"8";"75";"53";"30";"6";"280";"70";;"1";;;;"1";"2860";;"24180";"616";"200";;;;;;"120";"980";"28956";"8540";"3825";;"2032";;"1830";;;"5";"1126";"200";;"200";;"832";"18590";;;"219";"2013"
"ASUNCION DE NTRA.SRA.";"518269";"ASUNCION DE NTRA.SRA.";"18";"BENAGUASIL";"5";"PL.MAJOR DE LA VILA,1";"2";"46180";"685090562";;;"4";"23";"27";;;"2";"MAÑANAS DE LOS MARTES ALTERNOS DE 10 A .. Y TARDES DESDE LAS 18H";"33";"79";"61";"51";"31";"322";"189";"6";;;;"1";;;"2414";"5403";"4355";"2516";;;"3635";;;;"7176";"25499";"3910";;"22443";;;;"3372";;"690";"1000";;;;;;"31415";;;"219";"2013"
"SAN JUAN BAUTISTA";"519270";"SAN JUAN BAUTISTA";"19";"BUGARRA";"5";"PL.MAYOR,1";"18";"46165";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"ASUNCION DE NTRA. SRA.";"518273";"ASUNCION DE NTRA. SRA.";"18";"RIBARROJA DEL TURIA";"5";"GARELLI Y PASTOR,5";"2";"46190";"962770691";;;"5";"12";"17";;;"3";"LUNES DE 16 A 18,30H";"24";"74";"31";"67";"57";"336";"238";"4";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";"2013"
"SANTA CATALINA VIRGEN Y MARTIR";"518274";"SANTA CATALINA VIRGEN Y MARTIR";"18";"VILAMARXANT";"5";"PL.IGLESIA,6";"2";"46191";"96165002";;;"8";"9";"17";;;"2";"MARTES DE 16 A 20H";"36";"98";"48";"86";"100";"536";"276";"40";;;"1";"1";;;"2568";"3313";"770";;;"530";"4456";"557";;"5910";"4273";"22377";"5104";"898";"16002";"38";"770";;;;"554";;;;;;"361";"23727";;;"219";"2013"
"SAN ANTONIO ABAD";"519275";"SAN ANTONIO ABAD";"19";"ALCUBLAS";"5";"IGLESIA,S/N";"18";"46172";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"NTRA. SRA. DE LOS ANGELES";"519277";"NTRA. SRA. DE LOS ANGELES";"19";"CHERA";"5";"PL.IGLESIA,1";"20";"46350";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"NTRA.SRA. DE LOS ANGELES";"519278";"NTRA.SRA. DE LOS ANGELES";"19";"CHULILLA";"5";"PL.DE LOS ANGELES,S/N";"18";"46167";"961657002";;;"2";"14";"16";;;"1";"LUNES DE 18 A 19H";"27";"19";"24";"22";"3";"46";"22";;;"1";;"1";;;;"1157";"345";"800";;;;"1485";;;"1200";"4987";;"2699";;;;;"1255";;;"345";;;;;"177";"4476";;;"219";"2013"
"SANTA BARBARA";"519279";"SANTA BARBARA";"19";"HIGUERUELAS";"5";"PL.IGLESIA,6";"18";"46170";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SAN SEBASTIAN MARTIR";"519280";"SAN SEBASTIAN MARTIR";"19";"LOSA DEL OBISPO";"5";"CERVANTES,2";"18";"46173";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SAN SEBASTIAN MARTIR";"519282";"SAN SEBASTIAN MARTIR";"19";"SOT DE CHERA";"5";"SAN SEBASTIAN,S/N";"18";"46168";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"NUESTRA SEÑORA DE LA PAZ";"519283";"NUESTRA SEÑORA DE LA PAZ";"19";"VILLAR DEL ARZOBISPO";"5";"PL.IGLESIA,S/N";"18";"46170";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SANTOS REYES";"518284";"SANTOS REYES";"18";"BENISANO";"5";"PL. CONDE SASTAGO,S/N";"2";"46181";"462780815";;;"3";"4";"7";;;;"ULTIMO JUEVES DE MES";"10";"5";"8";"7";"6";"59";"31";;;"1";"1";"1";;"950";;"455";"550";"730";;;;;;;"2450";"5135";"117";"1755";;;"43";;;;;"550";"730";;;;;"3195";;;"219";"2013"
"SANTA BARBARA VIRGEN Y MARTIR";"518285";"SANTA BARBARA VIRGEN Y MARTIR";"18";"CASINOS";"5";"PL.MAYOR,S/N";"2";"46171";;;;"2";"9";"11";;"1";;"MIERCOLES DE 18 A 19H";"8";"20";"9";"19";"4";"77";"28";;;;;;"1";"2238";"360";"784";"222";;;;;;;;;"3604";"345";"2754";;;"350";;;;"222";;;;;;;"3671";;;"219";"2013"
"STA.CATALINA VIRGEN Y STA. ANA";"518286";"STA.CATALINA VIRGEN Y STA. ANA";"18";"DOMEÑO";"5";;"18";"46171";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"ASUNCION DE NTRA. SRA.";"518287";"ASUNCION DE NTRA. SRA.";"18";"LLIRIA";"5";"SANGRE,7.";"2";"46160";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"MARIA MADRE DE LA IGLESIA";"518288";"MARIA MADRE DE LA IGLESIA";"18";"LLIRIA";"5";"PLA DE L'ARC,79";"2";"461760";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SANTISIMO CRISTO DE LAS MERCEDES";"518289";"SANTISIMO CRISTO DE LAS MERCEDES";"18";"MARINES";"5";"PL.AYUNTAMIENTO,S/N";"2";"46169";"961648326";;;"3";"3";"6";;"1";"6";"ULTIMO JUEVES DE CADA MES DE 18 A 20H";;"1";;;"1";"1";"2";;;;;"1";"1";"185";;"20";"40";;;;;;;;"45";"290";;;;;;;;;;;;;;;"15";"15";;;"219";"2013"
"NUESTRA SEÑORA DEL ROSARIO";"333290";"NUESTRA SEÑORA DEL ROSARIO";"18";"OLOCAU";"5";"PL.MAYOR,S/N";"2";"46169";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SANTIAGO APOSTOL";"518291";"SANTIAGO APOSTOL";"18";"POBLA DE VALLBONA";"5";"MIGUEL TARIN,S/N";"2";"46185";"961661430";"P.SANTIAGO.APOSTOL.LAPOBLA@GMAIL.COM";;"7";"13";"20";"2";;"3";"LUNES DE 11 A 13H Y DE 16 A 18H";"20";"40";"25";"35";"6";"180";"70";"5";"1";"1";;"1";"1";"2500";;"2000";"200";"300";;"840";;"645";;;;"6485";"3000";;"1285";"1200";;"500";;;;"200";"300";;;;;"6485";;;"219";"2013"
"SANTISIMA TRINIDAD Y SAN JOSE";"518292";"SANTISIMA TRINIDAD Y SAN JOSE";"18";"POBLA DE VALLBONA";"5";"POETA LLORENTE,27";"2";"46185";"962760331";"AXENIA2@HOTMAIL.COM";;"3";"7";"10";"2";"1";"2";"MARTES Y JUEVES DE 10 A 13,30H";;;"82";"79";"61";"468";;"1";;"1";;;;"11336";;"920";"600";;;;;"645";;"150";"907";"14558";"4507";"7611";;"812";;;;;;"600";;;;;"430";"13960";;;"219";"2013"
"SAN FRANCISCO DE ASIS";"518668";"SAN FRANCISCO DE ASIS";"18";"LLIRIA";"5";"SAN FRANCISCO DE ASIS,S/N";"2";"46160";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SAN PEDRO Y SAN PABLO";"519293";"SAN PEDRO Y SAN PABLO";"19";"ADEMUZ";"5";"PL.D.BLAS MAÑEZ,S/N";"19";"46140";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"NTRA.SRA. DE LA PIEDAD";"519306";"NTRA.SRA. DE LA PIEDAD";"19";"ALPUENTE";"5";"P`L. IGLESIA,S/N";"18";"46178";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"NTRA. SRA. DE LOS ANGELES";"519307";"NTRA. SRA. DE LOS ANGELES";"19";"ARAS DE LOS OLMOS";"5";"PL.IGLESIA,/N";"18";"46179";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"PURISIMA CONCEPCION";"519310";"PURISIMA CONCEPCION";"19";"CALLES";"5";"PL.IGLESIA,S/N";"18";"46175";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"NTRA.SRA. DE LOS ANGELES";"519317";"NTRA.SRA. DE LOS ANGELES";"19";"CHELVA";"5";"PL.MAYOR,S/N";"18";"46176";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"EL SALVADOR";"519322";"EL SALVADOR";"19";"TITAGUAS";"5";"PL.IGLESIA,1";"18";"46178";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"NTRA.SRA. DE LOS ANGELES";"519324";"NTRA.SRA. DE LOS ANGELES";"19";"TUEJAR";"5";"MAYOR,7";"18";"46177";"961635252";"ANDRESBOUBARBER@YAHOO.ES";;"1";"7";"8";;"1";;"MIERCOLES CADA CUATRO SEMANAS A LAS 17,30H";"5";"2";"2";"5";"3";"14";"4";;;"1";;"1";"1";;;"45";"200";;;;;;;;"40";"285";;"348";;;;;;;;;;;;;;"348";;;"219";"2013"
"NTRA.SRA. DE LOS ANGELES";"519325";"NTRA.SRA. DE LOS ANGELES";"19";"LA YESA";"5";"JOSE ANTONIO,S/N";"18";"46178";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SANTIAGO APOSTOL";"520326";"SANTIAGO APOSTOL";"20";"ALBORACHE";"5";"PL.IGLESIA,1";"12";"46369";"962516003";"SECRETARI.PART@GMAIL.COM";;;"5";;;;;"1º VIERNES DE MES DE 17 A 19H";"10";"13";"3";"20";"10";"79";"23";;;;"1";"1";;;;"608";"120";"555";;;;;;;;"1283";"79";;;;;;;;;;"655";;;"50";;"784";;;"219";"2013"
"NTRA.SRA.DE LOS DOLORES";"520327";"NTRA.SRA.DE LOS DOLORES";"20";"BUÑOL-LAS VENTAS";"5";"CONDES DE BUÑOL,3";"12";"46360";"962504568";;;"5";"12";"17";"1";"2";"3";"MARTES DE 17 A 20H";"12";"53";"12";"52";"18";"180";"65";"3";;"1";;"1";"1";"230";"700";"1160";"211";;"600";;;;;;"1155";"4056";"455";"880";;"270";"75";"65";;;"95";"312";;;;;"200";"2352";;;"219";"2013"
"SAN PEDRO APOSTOL";"520328";"SAN PEDRO APOSTOL";"20";"BUÑOL";"5";"calle de cid,51";"12";"46360";;;;"4";"8";"12";;;;"VIERNES CADA QUINCE DIAS DE 17 A 19H";"20";"313";"20";"313";"41";"980";;"16";"1";;"1";;"1";;"2567";"1684";"400";;"2500";;;"1941";"800";;"400";"10292";"2434";"3642";;"76";"885";;;"350";"250";;;;;;"3040";"10677";;;"219";"2013"
"NTRA.SRA. DE LOS ANGELES";"520329";"NTRA.SRA. DE LOS ANGELES";"20";"CORTES DE PALLAS";"5";"PLAZA,1";"5";"46199";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"219";
"SAN LUCAS EVANGELISTA";"520330";"SAN LUCAS EVANGELISTA";"20";"CHESTE";"5";"PL.IGLESIA,1";"12";"46380";"616626905";;;"1";"8";"9";;;"4";"JUEVES DE 17,30 A 19H";"29";"125";"100";"50";"50";"800";"75";;;;;;"1";"525";"983";"2093";"375";"185";"1650";;;;;;"2105";"7916";"270";"7500";;;;;;;"50";"375";"185";;;;;"8380";;;"219";"2013"
"SAN JUAN BAUTISTA";"520331";"SAN JUAN BAUTISTA";"20";"CHIVA";"5";"PL.IGLESIA,1";"12";"46370";"639451978";;;"8";"13";"21";"4";"1";"2";"VIERNES ALTERNOS DE 17 A 21H";"29";"39";"5";"63";"54";"236";"116";"4";;;;;;;"4710";"7116";"801";"220";;;;"12000";"500";;"9583";"34930";"1801";;"30942";"60";"150";"143";;;"563";"801";"221";;;;;"34681";;;"219";"2013"
